rest name,address,price,star,reviews count,class,author,from,elite,author friends,author reviews,author photos,join date,author useful votes,author funny votes,author cool votes,rating_distribution_5,rating_distribution_4,rating_distribution_3,rating_distribution_2,rating_distribution_1,review text,review date,review rating,totalPhotos,useful,funny,cool,isUpdated,businessOwnerReplies,businessOwnerRepliesdate,photo_1 link,photo_2 link,photo_3 link,photo_4 link,photo_5 link,photo_6 link,photo_7 link,photo_8 link,photo_9 link,photo_10 link
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Cathy H.,"Oakland, CA",2022,640,252,710,October 2016,381,95,280,100,110,28,9,5,"Came here on a Sunday afternoon after a long and hot hike. Ordered the whole hog heaven to share between my boyfriend and I. We got the baby back ribs, St Louis ribs, pulled pork, brisket. It also came with three sides - cole slaw, mashed potato&#39;s, and roasted corn. Everything was good but the St. Louis ribs stood out since they were literally fall off the bone. Cornbread was another highlight - complimentary from the restaurant and soooo delicious! <br><br>Service was quick. Cyrai was a great server - even bringing me extra cornbread to go! Portion size was good - we had leftovers to bring home. Highly recommend checking out if you are in the area. If you check in on Yelp, you get an additional 10% off!",3/30/2021,5,2,2,1,1,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/m0ItKbIgiIbqkGjXbbVyHA/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/gDjfuxl1WPQezjJPENCuig/o.jpg,,,,,,,,
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Natalie B.,"North Mountain Village, Phoenix, AZ",2022,81,63,167,September 2018,104,65,84,38,16,1,6,2,The food at Bobby Q&#39;s never disappoints! Our meal always starts with fresh hot cornbread. The quality of the BBQ meats are so good. I got the pulled pork and my friend got the chicken. You could definitely tell the meats are slow cooked cause they were so tender. The Mac n cheese I couldn&#39;t get enough of. Very creamy and full of flavor. Then at the end of your meal you automatically get a bag of mini donuts. Who could be mad at free mini fresh and hot donuts! <br><br>The only reason I&#39;m giving them 4 stars out of 5 is because the service during our last visit was very disappointing. Since it was a Saturday evening we made a reservation for 6:15. We got to the restaurant at 6:10 and there was a line just to get in to the host. We stood in line for 10 mins. Once we checked in they told us we would be seated shortly. We didn&#39;t get seated until 6:45pm. 30 mins after our reservation! What&#39;s the point of taking reservations if you&#39;re not going to stick to them?!?! Then our server seemed to be handling too many tables. He was very nice but he wasn&#39;t very attentive and it was a wait to get anything. Even to pay! He took our cards and took 10 mins just to come back with our receipts. I understand times are tough right now but this type of service can be prevented.,3/15/2021,4,2,2,1,1,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/vPIADnVaxve0ZdGLdblZ0w/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/TZ5XzFCyWUtoktPsxE7h5w/o.jpg,,,,,,,,
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),James S.,"Phoenix, AZ",,68,4,6,,3,0,1,3,1,0,0,0,Luv this place eat there 3-4 times a month just ate there 10/08/2021 for dinner 1/2 baby back ribs platter 1 soda $45.00 with tip.  Luv the food just not sure the price is right!!!<br>Went there 3 weeks ago out the door with $10 tip $37.00 I know this place is great. But was sad to see how much they have raised the price.  Whole rack of baby back are $47.50. Wow!!!!,10/8/2021,4,1,1,0,0,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/To9-8srtUSqvSa9bUOGeXA/o.jpg,,,,,,,,,
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Richard S.,"Central City, Phoenix, AZ",,3,4,3,,17,0,14,4,0,0,0,0,"Absolutely loved this dish! The staff was great, and so was the service! This was definitely an amazing meal and I cannot wait to go back one day! It was truly a wonderful experience.",3/21/2022,5,1,1,0,0,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/5ZQOpZuGHggDLF4FgK1Mrg/o.jpg,,,,,,,,,
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Laura G.,"Horizons West / West Orlando, Winter Garden, FL",2022,639,2450,46996,August 2013,123072,53779,123955,1348,820,180,70,32,Bobby-Q has amazing reviews so I made a point to stop in for dinner. It was thirty minutes out of my way and after a long day of hiking. I really wanted to enjoy the BBQ. <br><br>I started out with Q-Rolls. It&#39;s a tortilla rolled up with smoked brisket and deep fried. It was delicious. The brisket was outstanding and the crispy tortilla was nice. I liked the brisket so much that I ordered tacos with brisket. Unfortunately the brisket on the tacos came out dry and unappealing. The pecan coleslaw was very good and the pecans on top added a nice twist on the overall flavor. I didn&#39;t care for the smoked ribs. They came out moist and the meat fell from the bone but it lacked a smoky flavor. It taste like it was boiled with sauce added to it. <br><br>I ordered a couple of their specialty drinks. The menu stated that they were made with premium liquor. When I asked the server about it I learned that it was not what I would consider premium. I never heard of the label before and she told me that an upgrade from the menu would be Smirnoff. I recommend asking what&#39;s in your drink when you order it.,1/4/2021,4,10,26,9,24,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/cQXa862-LFn3nb7_TfqOdA/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/LPL-OmsqohG85w_gVgKMYA/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/mOfyGKOfX6BAxn9WeHa96w/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/OSsTXS1jmRnlnerSj6PjkQ/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/emStQuikoHd1Kg4OzKIBUA/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/yY1_4uycoieSaK67kgXJJw/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/2T3MeH9FVyMqOYtYQkkssQ/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/fuUVPh0luQZvRNNcwpRxSg/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/xhr0NZtcQXMzqPvlMfCu3w/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/WoOQSHIailxplw9ByhW2Hw/o.jpg
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Davidm A.,"Phoenix, AZ",2022,104,174,124,October 2017,270,102,285,116,34,10,4,10,"I&#39;ve been meaning to put this review but keep forgetting... guess that&#39;s how much of an impact Bobby&#39;s bbq left on me at the metro area. Took forever to get seated the food was super fatty and didn&#39;t really have any meat. The service was good. My wife could not even finish her meal. Place was way over packed I felt. The only reason why they get 3 stars from me is that there customer service was great. We had problems and the manager came out and helped us. Best customer service ever. Usually you have managers saying that you ate some the food we can&#39;t do much for you, but nope helped us out... plus my wife literally only took like 3 bites out of her plate.",8/2/2021,3,1,1,0,0,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/ukkNosdgHaDia1eimVzgRg/o.jpg,,,,,,,,,
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Marissa S.,"Irvine, CA",2022,378,1021,3750,April 2013,25830,22581,24538,279,544,155,31,12,"We made sure to squeeze in a BBQ meal before leaving Arizona. Since this made it to Yelp&#39;s Top 100 List, I knew we were going to be in for a treat. <br><br>Their beautiful covered patio made for a wonderful al fresco dining experience with heaters all around. Our server was warm and prompt with all of our needs. He started us off with their complimentary house cornbread, it was so delicious we devoured it in a heartbeat and requested for seconds. <br><br>Famous for their BBQ, we indulged ourselves with their Smoke House Baby Back Ribs and Brisket. They were both melt-in-your-mouth good bursting with the right amount of tanginess. Simply perfect. After having seen a photo of the Chicken Fried Chicken, we were sold and ordered it as well. Wow, juicy, tender, and oozing with flavor, the breaded chicken was fried until golden. And their uber creamy mashed potatoes? Stellar. <br><br>Sealing it on a sweet note, our server gifted us a bag of freshly made mini donuts dusted with cinnamon sugar for the road. They were awesome! Quite the service and experience, don&#39;t you think so?<br><br>Tip: Check-in on Yelp for 10% off. They also have Happy Hour deals you might not want to miss.",12/28/2020,5,4,24,19,24,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/nnzX68plbNykWaebIOPypQ/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/xI-aKIvgKLG4GYVR_QwJEg/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/w6OA6BsPOxJ8L-NaG5l0pQ/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/mJPPxZ0kPG2kb43Wc_XAdQ/o.jpg,,,,,,
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),KJ J.,"Oklahoma City, OK",2022,146,207,2676,November 2013,555,195,204,68,70,44,23,2,"I normally do not want and rave about a place for weeks after, but this is one of the best BBQ joints I have been to and I travel all over the country.<br><br>Driving up it looked like I may be able to valet and I wondered if I was underdressed coming from a hike. The folks are very attentive and friendly and fortunately I made a reservation for 2 of it would have been a 20+ min wait on a weeknight.<br><br>The servers were on point and attentive. We ended up getting a couple of raspberry lemonades and the Hog Heaven ($65). Reading the reviews, I got the roasted chicken. It was the combination of chargrilled and BBQ.<br><br>One of the t-shirts they sell says &#34;I live pig butts and I cannot lie&#34; at $26 each. <br><br>They give you mini donuts on your way out.",1/4/2021,5,1,2,0,1,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/CnmXeujOEMr_J_agm__mUA/o.jpg,,,,,,,,,
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Richard F.,"Laveen Village, Phoenix, AZ",2022,106,178,643,August 2018,627,334,488,110,22,17,7,22,"BEST MAC N CHEESE - NO CAP! &#34; cheesy, gooey, sticky, magical&#34; <br><br>Upon arrival service was great we were seated quickly and were greeted by our server Adam. Adam was very helpful with recommendations and answering our questions. He was very well-informed and had great customer service. <br><br>The food was delicious and the meat is tender and juicy. I was surprised by how quickly our food arrived. They really put so much hard work and love into their meats! Their wings weren&#39;t the best I&#39;ve had but they were also good and satisfactory. <br><br>Adam treated us with a complimentary Dessert which consisted of fluffy churro doughnuts with a strawberry glaze and whipped cream. This was the perfect way to end the night. I want to thank Adam for delivering exceptional service. Will I be back? Most definitely!! <br><br>Check in on Yelp for a discount off your bill.",12/7/2020,5,5,3,2,4,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/QMb2IBWhVZybKtO1wtoiGQ/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/TWu9ld5dsdYWxZWGjfdaLg/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/Z0Wi8OvH86iXJwcHF4O4Gg/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/8guAIiC4dhknWcbyz9LZzw/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/0kmNZIEmFmnl56wyLN6LjQ/o.jpg,,,,,
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Jiae K.,"Los Angeles, CA",,19,22,83,,13,3,7,16,4,1,0,1,Omgash!! Best BBQ ever! Came this restaurant while traveling Arizona from California. Made a reservation for brunch on a Christmas eve. Waitress was super nice explained the detailes of the menu. We had Smoked St. Louis Style Ribs Platter and Smoked Jumbo Texas Beef Ribs Platter and both of them were super yummy and delicious.  Will definitely come back here if I visit Arizona again! Best BBQ place you will never get wrong here,12/25/2021,5,2,1,0,0,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/_zDfW_x_dqiiTiJV3rO33g/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/Op_Z10Jg4wESzgebFt4QNg/o.jpg,,,,,,,,
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Peggy Q.,"Coppell, TX",,0,6,1,,3,1,0,2,1,0,0,3,"OMG - the place was amazing - staff was great!! Keralynn was a treasure - great advice on food. Food spectacular!! Had the 18 hour smoked brisket sandwich with house made Barbecue sauce, mac-n-cheese (made with like 4 different cheeses and extremely creamy), and wedge side salad that had house made blue cheese dressing. I&#39;m from Texas but this best barbecue I&#39;ve ever had!!",5/12/2022,5,1,1,0,0,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/RRehzfBxZUwf22Q2LC6x-w/o.jpg,,,,,,,,,
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Krista M.,"Gilbert, AZ",,177,3,1,,2,0,1,0,0,0,0,0,"Soooooo good! Ordered the baby back ribs, beans and potato. I also ordered a side salad. They brought cornbread as an appetizer and donuts at the end. My husband ordered a surf and turf mix of steak and shrimp along with corn and Brussels sprouts.",11/14/2021,5,1,1,0,1,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/xPUoQ7kKh-P75Flcp_M-bQ/o.jpg,,,,,,,,,
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Michael R.,"Port Hueneme, CA",,215,195,229,June 2013,745,488,545,90,61,28,9,7,"So I&#39;m a former multi-year Yelp elite that just got too busy to keep up with my reviews. That said, Bobby Q has temporarily brought me out of retirement like Floyd Mayweather looking for a quick payday. IMO, any review less than 5 stars for this place is strictly a matter of personal preference or some one-off issue unreflective of the mass experience.  I had:<br><br>3 meat combo w/ baby back ribs, brisket, and smoked sausage. Plus, corn bread, pecan coleslaw, Mac n Cheese, mashed potatoes, and Q Rolls.<br><br>I&#39;m actually a relatively small-portion eater, but sitting outside the restaurant and smelling the blissful bbq aroma, while ordering, was like walking into a pre-COVID Costco on an empty stomach. I found myself wanting to sample everything and leaving with way more than I bargained for. Unlike Costco though, I didn&#39;t wake up the next day with a &#39;what the hell did I just do&#39; hangover (I mean why does everything taste so good at Costco and crappy when I make it?) Getting back on track, I barely put a dent in my order and have now had my original dinner, a microwaved bbq breakfast, and I&#39;m looking forward to lunch with the last of my leftovers.<br><br>Now, I&#39;ve always considered myself more of a Tri Tip person, but... damn, Bobby Q&#39;s brisket was amazing. Basically, if bbq could be sold on a cotton candy stick, Bobby Q&#39;s tender, smoked brisket would be the top seller. The ribs were equally tender, and which one you prefer is likely a matter of preference, but there&#39;s really no point in me trying to convince you either way. Like a debate over the GOAT in basketball, the Kobe, Lebron, Jordan argument is never ending and there&#39;s really no wrong answer. Although, whichever one of three players above you like the least, that&#39;s the smoked sausage. It was good, don&#39;t get me wrong, but it&#39;s smoked sausage competing against brisket and baby backs, what can I say?<br><br>Regarding the sides:<br><br>Cornbread: Good, took it to go so I&#39;m not sure what they offer in-restaurant but some honey butter would&#39;ve taken it over the top.<br><br>Pecan coleslaw: Loved it. No idea why other places don&#39;t do this. If you like coleslaw, you&#39;ll be in heaven.<br><br>Mashed potatoes: Good, but the gravy made them great. I got the gravy on the side, and I&#39;m not sure why, but when I opened it, it smelled like clam chowder to me. I thought I&#39;d got a bonus item somehow. When I couldn&#39;t find the gravy, I circled back to my bonus chowder and realized my error. Regardless, it was bomb.<br><br>Mac n Cheese: Good. Generally par for the course. Although, I have known some places to blow it somehow. This is not one of those places. <br><br>Finally, the Q Rolls: (Insert four letter word here starting with the letter F and ending with u, c, k.) These egg roll looking things stuffed with tender brisket are a game changer. I mean, c&#39;mon, dipped in a special bbq ranch sauce and a light crunch in every bite? It&#39;s stupid really. If heaven doesn&#39;t have this recipe, I&#39;m choosing reincarnation if given the choice. You need to order these!<br><br>Final word: Try it or diet? The suspense is killing you right? <br><br>Definitely Try it! Then try it for breakfast the next day, and one more time for the hell of it. I&#39;m in a hotel with a crappy microwave and it was actually just as good this morning, no lie. Your welcome. Now back to my retirement.",3/20/2021,5,1,2,1,1,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/IvATnywkw_ZvPvzyRiIXpg/o.jpg,,,,,,,,,
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Aileen C.,"Phoenix, AZ",,257,64,239,October 2008,65,25,40,15,34,7,6,2,"Friendly and attentive service.  Cozy atmosphere on the patio.  Paired with good food on a warm sunny day = chef&#39;s kiss <br><br>We ordered wings and Cajun shrimp for appetizers. Both came out quickly and served warm.  For our meals, we ordered the chicken fried chicken with beer fries and the beef ribs with mashed potatoes.  Everything was tasty and we enjoyed sitting outside on the patio.  I hope to try their burgers next time we return.",3/6/2021,4,2,1,0,1,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/iN352tqp5pM9NktbU8Hv0A/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/T_GvOmOADOrr-J_WsLUAxA/o.jpg,,,,,,,,
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),William M.,"Irvine, CA",2022,128,817,2858,July 2009,903,236,411,315,362,98,20,22,"A memorable experience! A great meal with a fun, inviting environment and super excellent service.<br><br>We went here while visiting Phoenix in March 2020, a couple of weeks before everything shut down.<br><br>Our start was the crispy Q-Rolls. We had the Whole Hog Heaven. The Baby Back Ribs and St. Louis Ribs as well as the brisket and sausage were all excellent. Our great sides were shoestring fries, cole slaw and beans. <br><br>We finished with the Sub-Zero Banana Cream Square which was very good. <br><br>The service was amazingly great. The atmosphere was fun and comfortable.<br><br>It&#39;s not the best BBQ I&#39;ve had, but Bobby Q is one of those places where the entire experience goes above the sum of its parts.<br><br>Can&#39;t wait to go back!",7/5/2020,5,3,1,1,1,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/ugFeRI4n6d3LaLwKhh3J6Q/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/Ps_Lka4Zw7vrP1KgbC77Ng/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/WHYMMVOUIFmEEyOcr2q2Yg/o.jpg,,,,,,,
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Fer C.,"Tucker, GA",2022,9,215,132,July 2015,161,62,73,35,82,62,16,20,"We picked this joint because they accommodate big parties. We were a group of around 15 people and they set us up in a separate room with two dedicated servers. They obliged with less than an hour of notice. So five stars for service!<br>As for the food, it&#39;s a different story. Check out my picture: I count 4 pieces of grilled veggies, a mini bowl of beans, cornbread, and a couple fistfuls of pulled pork. Does that seem worth $23 to you?! I don&#39;t think so.<br>The value proposition is poor. Taste wise, it&#39;s not what you would expect for something costing this much. It&#39;s smokey and flavorful, but no better than what you get at Dickey&#39;s or any other southern bbq joint, where a platter like this will set you back $15 max.<br>Their beer on tap selection was excellent though. I think it would be a great place to have happy hour and an appetizer, but definitively not for an overpriced dinner.",3/27/2020,3,1,1,2,0,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/XrddoZqSHc8U5MvRWS4SMQ/o.jpg,,,,,,,,,
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Arturo M.,"Los Angeles, CA",2022,33,322,560,October 2017,587,207,284,208,46,24,11,33,"Came into town for spring training at Camel Back Ranch (Go Dodgers) and my co-worker told me I could not go to Phoenix without trying Bobby Q.<br><br>Well she was right! I&#39;m never going back without visting this place. The service was great and the BBQ was excellent... especially the brisket and sides.<br><br>The decor reminded me a bit of Lucille&#39;s back home in SoCal, but the food was ten times more delicious.",3/8/2020,5,2,2,1,1,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/BVwieD4m-1KPot-u6PlgKQ/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/GdJY26h1h-zW1wrn0PywdA/o.jpg,,,,,,,,
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Alexandraiah B.,"Laveen Village, AZ",2022,119,135,139,November 2015,100,48,63,40,34,29,12,20,"The customer service here is 5 stars! Our server Adam is the best server we have been placed with anywhere in a long time. He did a great job of recommending and bringing us additional condiments and items that he enjoyed to give us the best experience. The French dip was amazing. My brisket in my potato was a little dry, but the broccolini and everything else including the donuts was amazing!",12/19/2020,5,1,1,1,1,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/4WRzZU2HzZ-WIxQNyd_Xiw/o.jpg,,,,,,,,,
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Lenny D.,"Laveen Village, AZ",,2,64,76,March 2015,40,6,15,50,10,0,1,3,"Very disappointed. This is not good BBQ. <br>Ordered the 2 meat plate- brisket and sausage. It came out with bbq sauce drizzled on top of it. This is a sign of bad BBQ. good BBQ doesn&#39;t need sauce, let alone the restaurant making that decision for you. <br>The &#34;sliced&#34; brisket was falling part with no flavor or bark. <br>The sausage was bland. No smoke flavor. Not sure it was even smoked. <br>Can&#39;t believe people think this is good BBQ.",12/19/2020,1,1,1,1,0,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/S6TK2ICTtpVk9Qc1OH93VQ/o.jpg,,,,,,,,,
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Katie Z.,"Naples, FL",2022,23,91,809,July 2017,171,55,148,63,19,4,3,2,This was a great spot on our way back to Phoenix from Gand canyon. The food and service was great! I also enjoyed the free cornbread appetizer they brought out while waiting for our meal and the server was very friendly and told us things to do around Phoenix since we were visiting. The portions were large and the Mac and cheese was nice an cheesy and piping hot. The restaurant was huge and included outdoor seating and a separate lounge. Definitely make a stop here if you&#39;re passing through.,11/14/2020,5,10,1,0,2,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/jDRiYprHFyMXkKIvc-WGsQ/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/gejjcuk32_xm7gbMmkSUsw/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/3BoM0bIES0rkCDDsDUFuTg/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/pOLToeGv2rSOITjJi-B0zA/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/-bpqmKdwbLJAJAR6Ok0EmQ/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/v5BwcAHGTPW5JFsc7Ps2zw/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/MrMdH4VxtVPRdY0WTfmDQQ/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/Vr6weLQ69OHeh3xceNsr1g/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/-s3dFZZmGnuRh8lGE5X2YQ/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/zhZ_ZCVtaBYjzX1S8As35A/o.jpg
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Shayla B.,"East Bay, CA",2022,66,2345,46808,March 2014,48380,30637,43712,1102,763,343,102,35,"***4.5 Stars***<br><br>It&#39;s true. This place is all that and a bag of chips! All that and a plate of fall off the bone baby back ribs! All that and a box of freshly baked donuts! All that and... okay you catch my drift. It&#39;s truly all THAT!<br><br>Read some of the glowing reviews about Bobby Q before my recent trip to Phoenix and I just HAD to come here during my visit. Let&#39;s just say that they definitely impressed in all departments. Starting off with the decor and ambience; absolutely stunning! This place is pretty large inside too. <br><br>They have a gorgeous covered patio with really pretty lighting. There&#39;s even a TV on the patio for all of the sports heads. Speaking of that, their BAR is beautiful too. It&#39;s a wrap around style with plenty of TV&#39;s and lounge tables. The dining area is dark and spacious with a fabulous ambience and nice high ceilings. Just really well put together. <br><br>Service is absolutely impeccable! Derrick was truly amazing! That man deserves a raise! Talk about being on it the ENTIRE time. I was never forgotten and always attended to but not in an overwhelming way. He was also kind enough to give me some great recommendations as far as hiking and sight seeing in the area. A true gem with heart and personality. <br><br>The drinks are.... wowza! I had their Q-lada which was similar to a piña colada but with strawberry purée and damnit... It was phenomenal! It was almost too pretty to drink. It came garnished with fresh coconut and pineapple and came l served in a HUGE ass glass! Shoutout to the bartender who hooked this drink up because it was FABULOUS! Yes, I was feelin&#39; it.<br><br>And last but not least.... that FOOD!!! Woooooo babyyyy! Those RIBS were the truth! The TRUTH. Period. I ordered their 1/2 rack of baby back ribs w/ mac and cheese and ranch beans. It was delicious!!! The ribs definitely stole the show. They were falling off the bone and were oh so tender. The bbq sauce was a hit! Those PORTIONS are no joke either! Literally had to take a picture of my leftover boxes because it looked like I hadn&#39;t even eaten anything but I DID! I got so full. Mmm.<br><br>The mac and cheese was so creamy and cheesy but just a little too rich for my taste. They got the flavor down wonderfully though. The ranch beans were pretty good too but could have definitely used more seasoning on them. This meal also comes with cornbread AND they give you freshly baked homemade donuts at the end of your meal too. Lawdy lawd laaawd! I was NOT ready. <br><br>Ermahgaaawd that cornbread! Yaaaass! It was a hit! And those donuts? And even BIGGER hit! That cornbread was so moist and the butter melted as soon as I spread it on the top. It was melting in my mouth! So good! Derrick even gave me some more to-go! Ha! Like I REALLY needed it, but it was so damn delicious.<br><br>I can&#39;t even talk about the donuts now because now I&#39;m craving. They were perfect. That cinnamon sugar coating, that fluffy center... mm mm mmm. What a nice surprise! Even though I was stuffed to the MAX, I still was able to enjoy one before having to call it quits and taking them to go. What a night, what an experience, what a MEAL. It was fabulous. The owner/manager even stopped by to check-in and introduce himself while I was there. <br><br>This place really prides themselves on excellent service and I truly appreciate it. Oh yeah, I can&#39;t forget to mention the 10% off Yelp-in offer! It&#39;s really such a great deal to take advantage. This was the best meal that I had in Phoenix. Hell, it was the best meal that I had in Arizona period. Cannot wait to reunite with Bobby Q&#39;s one day! Maybe they&#39;ll bring a location to Cali one day (wink wink)? Who knows! I guess we&#39;ll just have to wait and see!",11/10/2019,4,10,25,16,22,False,True,11/20/2019,https://s3-media0.fl.yelpcdn.com/bphoto/3oZv8wYu_Jo56nZsQEtzPw/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/6E4U2WgajBwHBgg6emNHwQ/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/nvuI9O0gSrvTyu_G03sjqw/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/yBI4TFVj5lDv10jAM0Ba5A/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/E103dYIPe-kvN0rRAFPQ5Q/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/pYU8f7NpWcPPMGxh8mvbhQ/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/jXWCkN3ShaNZ_EGqIKc_Mg/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/6-tm5fAjqjVqxX8WFd6LRw/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/fqj--S9kmWX-g3qa0Z2G7g/o.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/sDjTurfd6kTAqGB8Tab5mQ/o.jpg
Bobby Q,"8501 N 27th Ave
Phoenix, AZ 85051
",$$,4.5,4201,Barbeque-American (New),Isaiah G.,"Pittsburg, CA",2022,49,1123,1727,November 2016,802,149,411,499,429,147,29,19,We found this place on yelp. You can see it off the freeway. The parking lot is really big. This place is legit from the outside. There was no wait so we were seated right away. The decor here is beautiful. They had tv&#39;s all over do we got to watch a game. I wish I would have got the servers name but I forgot. The service he gave us was phenomenal. We got the food and portions are large and the food is delicious here. The strawberry lemonade was so good. Everything about this place is a  star will definitely recommend this place to friends a family.,11/8/2020,5,1,1,0,1,False,False,,https://s3-media0.fl.yelpcdn.com/bphoto/7xwzx6yKRoSqWc2yf-dHxA/o.jpg,,,,,,,,,
